index,category,reviews,price,location,country
4306,honeymoon-destination,4.5,0,Independència-Freser,Argentina
4307,tour,4,0,Ignacio Mainou Cid,Argentina
4308,home-stay,5,0,José Luis Gutiérrez López,Argentina
4309,hill-station,2,0,Loreto Abat Oliba,Argentina
4310,mountain-climb,4,0,"Regesa Aparcaments,S.A. - Oficinas",Argentina
4311,beach,4,0,Psicólogo Bernat Parés,Argentina
4312,beach,2.5,0,Farmacia Costa Rabasa,Argentina
4313,scenic-view,4,0,Centre Emili Mira,Argentina
4314,remote-villages,2.5,0,Arnau d'Oms - La Jota,Argentina
4315,home-stay,4.5,0,Gran de Sant Andreu-Campeny,Argentina
4316,honeymoon-destination,4.5,0,Centro Ortoprotesico Pas SL,Argentina
4317,base-camp,3,0,Oficina de Correos,Argentina
4318,river-side,4.5,0,Dincat,Argentina
4319,tour,2,0,Pg de la Vall d'Hebron-Av Can Marcet,Argentina
4320,home-stay,2.5,0,Pg de la Havana 10-22,Argentina
4321,home-stay,1,0,Iglesia Methanoia,Argentina
4322,cultural-sites,5,0,Consultorio Navas,Argentina
4323,home-stay,1.5,0,Cirurgia Esofagogàstrica,Argentina
4324,cultural-sites,5,0,Cap Sant Elies,Argentina
4325,lake,2,0,Farmacia Codina Armadans,Argentina
4326,cultural-sites,2,0,Piquer-Cabanes,Argentina
4327,hill-station,3,0,Av Jordà-Judea,Argentina
4328,hill-station,2,0,Pl Borràs,Argentina
4329,cities,2,0,L'Illa,Argentina
4330,river-side,2.5,0,Bac de Roda-Perú,Argentina
4331,cultural-sites,5,0,CLINICA PLATON PSICOLOGIA,Argentina
4332,lake,5,0,Rbla. Guipúscoa - Treball,Argentina
4333,river-side,3.5,0,Tecny-Farma Barcelona,Argentina
4334,river-side,4,0,Gestalt i desenvolupament,Argentina
4335,hill-station,3,0,Sinaí,Argentina
4336,remote-villages,5,0,Baró de la Barre-Gustavo Bécquer,Argentina
4337,cities,5,0,Juzgado de Instrucción N 4,Argentina
4338,world-heritage,5,0,Comunidad Parking Revolución,Argentina
4339,tour,4,0,Avinguda de l'Alzinar - Oristà,Argentina
4340,home-stay,3.5,0,Farmacia Lucea Teruel,Argentina
4341,remote-villages,3,0,Extracrew SL,Argentina
4342,remote-villages,4.5,0,Pg de Fabra i Puig-Teide,Argentina
4343,beach,4.5,0,París - Comte d'Urgell,Argentina
4344,home-stay,1.5,0,Testigos Cristianos de Jehova,Argentina
4345,home-stay,4.5,0,Tiana-Campins,Argentina
4346,bike-rides,4.5,0,Psoma Clinic,Argentina
4347,river-side,4.5,0,Centro Odontologico Lliça D'Amunt S.L.,Argentina
4348,base-camp,4,0,Via Laietana-Pl Ramon Berenguer,Argentina
4349,hill-station,5,0,Farmacia Ysanta Montoy,Argentina
4350,world-heritage,5,0,Farmacia Piqué Figuerola,Argentina
4351,world-heritage,4,0,Optichic,Argentina
4352,remote-villages,2,0,Centre Ortopedic Porta S.L.,Argentina
4353,scenic-view,4,0,Pau Claris - Mallorca,Argentina
4354,river-side,5,0,JORGEQUIRO,Argentina
4355,cultural-sites,4.5,0,Balmes 364,Argentina
4356,river-side,5,0,Facultat de Farmacia,Argentina
4357,hill-station,4,0,Óptica MasVisión El Triangle de Barcelona,Argentina
4358,home-stay,2.5,0,Síndromes Mieloproliferatives Cròniques,Argentina
4359,hike,3,0,Farmacia Fábregas Campeny,Argentina
4360,beach,4.5,0,Farmacia Berga Villanueva,Argentina
4361,lake,3,0,Pl Primer de Maig,Argentina
4362,river-side,5,0,Farmacia Perales Madueño,Argentina
4363,beach,3,0,"Centro Podologia Baeza, S.L.",Argentina
4364,home-stay,2,0,Podoleg Sergi Bonamusa Mont,Argentina
4365,tour,3,0,Luis Gea Guiralt,Argentina
4366,bike-rides,4.5,0,Bruc-Gran Via,Argentina
4367,rivers,0,0,Carrer A-Carrer número 2,Argentina
4368,lake,3,0,Pi i Margall-Secretari Coloma,Argentina
4369,national-parks,4.5,0,CENTRO DE PERITAJES PSICOLOGICOS DE BARCELONA,Argentina
4370,bike-rides,3.5,0,Juzgado Contencioso Administrativo Nº 8,Argentina
4371,beach,4.5,0,Barcelona School of Management,Argentina
4372,honeymoon-destination,4.5,0,Artiver Optics,Argentina
4373,tour,5,0,Farmacia Espuñes Vendrell González Barbosa,Argentina
4374,river-side,4,0,Selva de Mar-Venezuela,Argentina
4375,bike-rides,5,0,Centro Privado de Enseñanza Griselda,Argentina
4376,lake,4,0,Rambla de Prim-Concili de Trento,Argentina
4377,river-side,4,0,Diving World,Argentina
4378,cities,5,0,Clinica Dental David Bosch SL,Argentina
4379,world-heritage,5,0,"Fontana,parada de metro",Argentina
4380,bike-rides,3.5,0,Tekka Creador de Implantes,Argentina
4381,lake,5,0,Rambla de Guipúscoa-Selva de Mar,Argentina
4382,honeymoon-destination,5,0,Fisioterapia I Osteopatia Samfra,Argentina
4383,beach,2,0,Javier de Juan Blázquez,Argentina
4384,adventure-sports,4.5,0,Carmen Sánchez Cruz,Argentina
4385,beach,3.5,0,Ramón Arús Masramón,Argentina
4386,cities,4.5,0,Gran Via-Bilbao,Argentina
4387,cultural-sites,5,0,Travessera de Gràcia-Torrent de les Flors,Argentina
4388,home-stay,5,0,Doctor Pi i Molist - Ptge. Ricard Canals,Argentina
4389,remote-villages,2.5,0,Riera d'Horta-Arnau d'Oms,Argentina
4390,tour,5,0,Dr Letamendi-Canigó,Argentina
4391,bike-rides,4,0,Bearn Y Gray SL,Argentina
4392,world-heritage,3,0,Esther Latorre Oliver,Argentina
4393,honeymoon-destination,3.5,0,Consell de Cent - Cartagena,Argentina
4394,home-stay,2.5,0,Cirurgia sense Ingrés,Argentina
4395,home-stay,4.5,0,Vitaldent Sant Andreu,Argentina
4396,adventure-sports,4,0,Farmacia Milá Plans,Argentina
4397,remote-villages,3,0,Liceo Castro de la Peña SA,Argentina
4398,cultural-sites,3.5,0,Av Príncep d'Astúries-Carolines,Argentina
4399,beach,4.5,0,Smart Cells International (SCI),Argentina
4400,lake,4,0,Biblioteca Pública Arús,Argentina
4401,remote-villages,2,0,Metro Maragall,Argentina
4402,adventure-sports,3,0,Centro Dental Sagrada Familia,Argentina
4403,remote-villages,2,0,Dolores Cid Guimerá,Argentina
4404,home-stay,1.5,0,Parroquia Sant Cebriá,Argentina
4405,remote-villages,3,0,Perito Judicial,Argentina
4406,cities,5,0,Servident Salud SLP,Argentina
4407,trek,3,0,Casa Museu Gaudí,Argentina
4408,home-stay,2,0,Farmacia Roig Garriga,Argentina
4409,tour,4,0,Les Agudes - Torrent del Bosc,Argentina
4410,hike,5,0,Clínica Dental Doctor Comes,Argentina
4411,home-stay,2.5,0,Santander - Caresmar,Argentina
4412,river-side,5,0,Carles III-Diagonal,Argentina
4413,national-parks,3,0,OYDIS serveis de fisioterapia,Argentina
4414,adventure-sports,5,0,Prisma Alfa Norte,Argentina
4415,home-stay,1.5,0,Farmacia Olius Mas,Argentina
4416,national-parks,3,0,Diverso S.L.,Argentina
4417,honeymoon-destination,4.5,0,Centre Ortopedic Porta SL,Argentina
4418,world-heritage,5,0,María Teresa Fito Pino,Argentina
4419,home-stay,5,0,Adéu Dolor,Argentina
4420,home-stay,2,0,Colegio Público Tibidabo,Argentina
4421,cultural-sites,4.5,0,Farmacia Soro Mas,Argentina
4422,cultural-sites,2.5,0,Breton de los Herreros-Aulestià i Pijoan,Argentina
4423,hike,3,0,PF Perox Farma,Argentina
4424,remote-villages,2,0,ORTOGAN SERVEIS BCN,Argentina
4425,river-side,4,0,Mans de fisio,Argentina
4426,hike,5,0,Mássimo Peirano Calliano,Argentina
4427,lake,3,0,El Carmel,Argentina
4428,cities,2,0,Pl Espanya-Av Reina Maria Cristina,Argentina
4429,national-parks,3,0,Farmacia Escartín Tomás,Argentina
4430,home-stay,2.5,0,Andrologia,Argentina
4431,lake,3,0,Pl Pau Vila,Argentina
4432,cultural-sites,4.5,0,Centro de Psicología Salvat,Argentina
4433,remote-villages,4.5,0,Bielsa Optics Optometristes,Argentina
4434,honeymoon-destination,4.5,0,La senda natural.com,Argentina
4435,tour,4,0,Religiosas de la Inmaculada Concepción,Argentina
4436,hill-station,3,0,Laboratoris clínics (Mòdul Blau),Argentina
4437,beach,3.5,0,Juzgado Mercantil Nº 10,Argentina
4438,adventure-sports,5,0,Alicia Figueredo Frías,Argentina
4439,national-parks,4.5,0,Escuela Privada de Música Rosita Mauri,Argentina
4440,national-parks,3,0,Comisaría de Policía de Horta Guinardo,Argentina
4441,world-heritage,3,0,Eduardo Ferres Puig,Argentina
4442,cities,5,0,Av. Paral·lel - Margarit,Argentina
4443,honeymoon-destination,4.5,0,OPTICALIA PRIM,Argentina
4444,lake,4,0,La Sagrera,Argentina
4445,scenic-view,2.5,0,Gabinet de Psicopedagogia Kiona,Argentina
4446,adventure-sports,5,0,Harmoniaterapias,Argentina
4447,cultural-sites,5,0,Pl Rovira i Trias,Argentina
4448,cultural-sites,3,0,Bassol Optic,Argentina
4449,cultural-sites,3,0,Farmacia Ferrer Pruneda,Argentina
4450,cultural-sites,5,0,Pablo Valente,Argentina
4451,home-stay,4,0,Via Favència-Almansa,Argentina
4452,adventure-sports,5,0,Parking Manhattan,Argentina
4453,cities,4,0,Hospital de l`esperança,Argentina
4454,beach,3,0,Clínica Dental Dr. Mario Mestre,Argentina
4455,remote-villages,5,0,Ctra del Carmel-Gran Vista,Argentina
4456,hill-station,2,0,Associació Centre Pedralbes,Argentina
4457,bike-rides,3.5,0,Centro Estético Dental,Argentina
4458,cultural-sites,4.5,0,Bacs Psicología,Argentina
4459,home-stay,3.5,0,Pg. Valldaura - Pl. dels Avis,Argentina
4460,bike-rides,4.5,0,Enrique Perelló Scherdell,Argentina
4461,hill-station,4,0,Lee Kuy Moon,Argentina
4462,river-side,3,0,Hermanitas de la Asunción,Argentina
4463,river-side,5,0,Oftalmologica S L,Argentina
4464,lake,1,0,Centro Veterinario Ciutat Vella,Argentina
4465,honeymoon-destination,4.5,0,Jian Long Zhuang,Argentina
4466,home-stay,4.5,0,Escola Infantil Nanuc,Argentina
4467,lake,4,0,Maria Cristina,Argentina
4468,beach,2,0,Mufid Ibrahim Abdo de Mograbe,Argentina
4469,world-heritage,3,0,Cristina Borrás Castillo,Argentina
4470,adventure-sports,5,0,Unitat de Valoracio del Dany Psicosocial,Argentina
4471,remote-villages,2.5,0,Consultorio Médico Dkv Seguros,Argentina
4472,home-stay,1.5,0,DENTAL HORTA,Argentina
4473,national-parks,5,0,Anthony Lopez Osteopata,Argentina
4474,adventure-sports,4,0,Muntaner-Pl Bonanova,Argentina
4475,cultural-sites,5,0,Míriam Muñoz,Argentina
4476,national-parks,3,0,óptica Lluna,Argentina
4477,river-side,3.5,0,Health Sciences Department,Argentina
4478,beach,3.5,0,Badal-Quetzal,Argentina
4479,cultural-sites,3.5,0,Farmacia Nadal Grau,Argentina
4480,river-side,2.5,0,Club Immersio Biologia,Argentina
4481,home-stay,2,0,Av. Meridiana - Av. Rio de Janeiro,Argentina
4482,cultural-sites,5,0,Juan Balaguer - Peluquerías Barcelona,Argentina
4483,remote-villages,2.5,0,Ortotec Dental S.L.,Argentina
4484,hill-station,5,0,Av del Rectoret-Vesc,Argentina
4485,cities,4.5,0,Rambla de Guipúscoa - Bilbao,Argentina
4486,national-parks,4.5,0,Clínica Dental Dra. Salsas,Argentina
4487,hike,5,0,Concepción Larena Gómez,Argentina
4488,national-parks,3,0,Oficina de Correos,Argentina
4489,bike-rides,4.5,0,Careesma.com,Argentina
4490,beach,3.5,0,Joaquím Manuel Mas Arce,Argentina
4491,adventure-sports,5,0,Passeig de Sant Joan - Diputació,Argentina
4492,tour,4,0,Dr. Joaquín Latorre S.L.,Argentina
4493,national-parks,4.5,0,Adala Psicólogos,Argentina
4494,river-side,4.5,0,Gran Via Carles III-Mejía Lequerica,Argentina
4495,home-stay,4.5,0,Palomar-Gran de Sant Andreu,Argentina
4496,beach,4.5,0,UMIVALE PREVENCIÓN,Argentina
4497,hike,2,0,València-Villarroel,Argentina
4498,mountain-climb,2.5,0,Farmacia Navarro Cañellas,Argentina
4499,scenic-view,2.5,0,PSICOLOGA BARCELONA Silvia Pujol,Argentina
4500,adventure-sports,5,0,Juan Braso Serra,Argentina
4501,hill-station,4,0,Centro Privado de Educación Infantil Esclop,Argentina
4502,cultural-sites,2,0,Elkano-Blasco de Garay,Argentina
4503,mountain-climb,2,0,Sinagoga Major de Barcelona,Argentina
4504,remote-villages,3,0,Pl de St Pere,Argentina
4505,world-heritage,5,0,Clínica Dental Doctora Ros,Argentina
4506,scenic-view,2.5,0,Centro De Estudios Adams,Argentina
4507,home-stay,4,0,Freeman School Of Music Barcelona,Argentina
4508,cultural-sites,3.5,0,Company & Company,Argentina
4509,beach,2.5,0,Angel Espías Gómez,Argentina
4510,base-camp,4,0,Testigos Cristianos de Jehova,Argentina
4511,adventure-sports,4,0,Terapia Gestalt,Argentina
4512,beach,2,0,Gabinete Ginecológico,Argentina
4513,cultural-sites,5,0,Espectra,Argentina
4514,tour,1,0,Farmacia Casanovas Baiget Casanovas,Argentina
4515,honeymoon-destination,4.5,0,óptica Univers,Argentina
4516,river-side,5,0,"Gravida, Fertilitat Avançada",Argentina
4517,river-side,4.5,0,Optics Oro,Argentina
4518,home-stay,4,0,Alfredo Rigau Llauger,Argentina
4519,home-stay,2,0,Farmacia Alcántara Felipe,Argentina
4520,lake,3.5,0,Espronceda-El Clot,Argentina
4521,cultural-sites,4.5,0,Mare de Déu del Coll - Baixada de la Glòria,Argentina
4522,hill-station,3,0,Costa Pacheco-Font del Roure,Argentina
4523,lake,3.5,0,LAP SERVICIOS,Argentina
4524,beach,3.5,0,Juzgado Menores Nº 6,Argentina
4525,home-stay,2,0,Administración de la Seguridad Social Nº6,Argentina
4526,lake,4,0,Via Trajana - Santander,Argentina
4527,trek,5,0,Placeta del Comerç,Argentina
4528,tour,4,0,Augusta Natural,Argentina
4529,world-heritage,4,0,Karl DORIC osteopata D.O.,Argentina
4530,hike,5,0,Josep Tarradellas-Rosselló,Argentina
4531,lake,4,0,Av. Meridiana - Felip II,Argentina
4532,cultural-sites,4.5,0,Lab D'Análisis Cliniques Dra.Gomis,Argentina
4533,lake,5,0,Parking Tres Chimeneas Vinci Park,Argentina
4534,river-side,4.5,0,Farmacia Vilardell Torner,Argentina
4535,hill-station,3,0,Lilà-Presseguer,Argentina
4536,adventure-sports,4.5,0,Iniciativas Empresariales,Argentina
4537,tour,4,0,Torre Baró,Argentina
4538,remote-villages,3,0,Oncologia Mèdica,Argentina
4539,cultural-sites,5,0,Parking Bruniquer S.L.,Argentina
4540,hill-station,3,0,Cànoves 105,Argentina
4541,beach,3.5,0,Farmacia Fyc,Argentina
4542,cultural-sites,5,0,Produccions Nats Nus I Nens S.C.C.L.,Argentina
4543,world-heritage,3,0,Doctora Yachi del Pino,Argentina
4544,remote-villages,2,0,Dermatologia,Argentina
4545,river-side,2.5,0,UB - Campus de la Diagonal,Argentina
4546,remote-villages,4.5,0,Mirella Roca Leiva,Argentina
4547,hill-station,4,0,Juzgado Social Nº 26,Argentina
4548,adventure-sports,4,0,Gran Via - Nàpols,Argentina
4549,river-side,5,0,Av Joan XXIII-Maternitat,Argentina
4550,lake,3,0,Ergodinamica,Argentina
4551,hike,2,0,Escola de Dansa I Música Elisenda Tarrago,Argentina
4552,remote-villages,3,0,Verge de Montserrat - Cartagena,Argentina
4553,beach,4.5,0,Clarident,Argentina
4554,remote-villages,3,0,Buxo Veterinaria SL,Argentina
4555,bike-rides,5,0,Oficina de Correos,Argentina
4556,home-stay,1.5,0,Centre de Telecomunicaciones de Catalunya,Argentina
4557,national-parks,3,0,Alfons X,Argentina
4558,beach,3,0,Grinberg Method Centre,Argentina
4559,beach,2.5,0,"Domenech Llavallol, O.",Argentina
4560,river-side,3.5,0,Norder SL,Argentina
4561,cultural-sites,5,0,El Jardí D'En Benjami,Argentina
4562,remote-villages,2,0,La Bisbal-Av Mare de Déu de Montserrat,Argentina
4563,adventure-sports,5,0,Gidec SLP,Argentina
4564,world-heritage,5,0,Psicoanalista Michele Rodriguez,Argentina
4565,hike,5,0,Fundació Escola Vicenciana,Argentina
4566,lake,3,0,Hospital del Mar,Argentina
4567,home-stay,1.5,0,Pg Maragall-Dante Alighieri,Argentina
4568,river-side,5,0,Assisteam Barcelona S.L.,Argentina
4569,home-stay,2.5,0,Segre-Pl de Can Fabra,Argentina
4570,mountain-climb,2,0,Basílica dels Sants Màrtirs Just i Pastor,Argentina
4571,mountain-climb,4,0,Farmacia Carreras Ginjaume,Argentina
4572,tour,3,0,Farmacia Brosa Ballesteros,Argentina
4573,beach,4.5,0,Fisioterapia y Osteopatía ArtroClinic,Argentina
4574,hill-station,1,0,Massatge i Salut,Argentina
4575,mountain-view,4,0,Pedro Barbosa Colomer,Argentina
4576,river-side,4,0,Farmacia Joyce,Argentina
4577,cities,3,0,Aeropuerto El Prat Barcelona,Argentina
4578,remote-villages,2,0,Ricardo Fabián Sanchís,Argentina
4579,cultural-sites,5,0,Segura-Foneria,Argentina
4580,cities,2,0,Canyelles,Argentina
4581,mountain-climb,4,0,PARKING ALDANA,Argentina
4582,river-side,4,0,Pere IV-Rambla del Poblenou,Argentina
4583,mountain-view,4,0,Dietflash Medical,Argentina
4584,home-stay,5,0,St Iscle-Travau,Argentina
4585,mountain-view,2,0,Pg. Reina Elisenda de M. - Pere II de Montcada,Argentina
4586,cultural-sites,2,0,Colegio Público Carles I,Argentina
4587,adventure-sports,2,0,Colegio Público Els Porxos,Argentina
4588,mountain-climb,4,0,VISTAOPTICA Cucurulla Barcelona,Argentina
4589,river-side,4.5,0,Riera Blanca - Regent Mendieta,Argentina
4590,cultural-sites,5,0,Clínica Dental Doctor Carles Gargallo,Argentina
4591,national-parks,4.5,0,Carmen Torrado Cabanillas,Argentina
4592,scenic-view,4,0,Municipal Conservatory of Barcelona,Argentina
4593,hill-station,2,0,Pl de Mossèn Miquel Vall i Mundó,Argentina
4594,river-side,4.5,0,Travessera de Les Corts-Arizala,Argentina
4595,world-heritage,4,0,Registro de la Propiedad de Barcelona Nº 08,Argentina
4596,lake,5,0,Farmacia García Brocos,Argentina
4597,river-side,4,0,Pere IV - Provençals,Argentina
4598,cultural-sites,4.5,0,Fontrodona-El Molino,Argentina
4599,cities,5,0,Uros Associats Clínica Sagrada Familia,Argentina
4600,river-side,4,0,Okidi Logopèdia,Argentina
4601,adventure-sports,3,0,"Instituto Oftalmologico Clinsafa, SL",Argentina
4602,tour,2,0,Aiguablava - Sa Tuna,Argentina
4603,home-stay,2,0,Pg. Valldaura - Pg. Fabra i Puig,Argentina
4604,river-side,2,0,Av Sarrià,Argentina
4605,cities,4,0,Barcelona Front Maritim,Argentina
4606,cities,4,0,Liceu,Argentina
4607,beach,4,0,Yuppy Park S.C.P.,Argentina
4608,cities,5,0,FARMACIA SANTAEUGENIA,Argentina
4609,adventure-sports,4.5,0,Escuela Japonesa de Shiatsu Barcelona,Argentina
4610,river-side,3,0,Residencia Poblenou,Argentina
4611,cultural-sites,3.5,0,Viure i Sentir,Argentina
4612,adventure-sports,4,0,Henry Schein España S.A.,Argentina
4613,bike-rides,5,0,Ortogim SA,Argentina
4614,beach,4.5,0,Análisis Financieros Zofra L,Argentina
4615,world-heritage,3,0,Iglesia Evangélica Pleno Evangelio,Argentina
4616,mountain-climb,4,0,Farmacia de la Estrella,Argentina
4617,adventure-sports,3,0,Clinica Doctora Heredia,Argentina
4618,adventure-sports,3,0,Els Vergós,Argentina
4619,cultural-sites,2.5,0,Clínica Dental Dr.Jaime de Caso,Argentina
4620,river-side,2,0,ABADEN DIAGONAL,Argentina
4621,cultural-sites,2.5,0,Pg de Santa Madrona-Museu Etnològic,Argentina
4622,adventure-sports,4,0,Col·legi Sagrat Cor de Jesús,Argentina
4623,cultural-sites,4.5,0,Fundació Privada Psico Art de Catalunya,Argentina
4624,river-side,5,0,Farmàcia Fernàndez i Galofré,Argentina
4625,adventure-sports,4,0,Padilla - Av. Meridiana,Argentina
4626,beach,4.5,0,Home Server,Argentina
4627,home-stay,2,0,Farmacia Boncompte Alseda,Argentina
4628,tour,2,0,Sant Feliu de Codines - IES Pablo Ruiz Picasso,Argentina
4629,river-side,5,0,Prat de la Riba,Argentina
4630,beach,4.5,0,Centro de Osteopatia Motec Barcelona,Argentina
4631,home-stay,2.5,0,Sant Adrià-Arbeca,Argentina
4632,mountain-view,4,0,Arzobispado de Barcelona,Argentina
4633,hike,3,0,AlumniUB,Argentina
4634,adventure-sports,5,0,Josep Anselm Clavé 31,Argentina
4635,world-heritage,3,0,Policlinica Tibidabo SA,Argentina
4636,world-heritage,4,0,Pg Marítim,Argentina
4637,beach,4.5,0,Medical Advantage Barcelona,Argentina
4638,honeymoon-destination,3,0,Doctor Alberto Planells Llatas,Argentina
4639,tour,2,0,Farmacia Bou Imperatori,Argentina
4640,beach,2,0,Farmacia Mir Tubert,Argentina
4641,hike,2,0,Xiang Zhi Yi,Argentina
4642,hike,3,0,Academia Sefer,Argentina
4643,mountain-climb,4,0,Farmacia Maria Victoria Aguilar Peyra,Argentina
4644,cultural-sites,2.5,0,El Corte Inglés S.A.,Argentina
4645,remote-villages,4.5,0,Supace Orto Distribucion SL,Argentina
4646,river-side,5,0,Farmacia Meresman Horisberger,Argentina
4647,beach,3,0,Centre Laia Boixeda,Argentina
4648,adventure-sports,2,0,Garcilaso-Mossèn-Juliana,Argentina
4649,mountain-climb,3,0,Cáritas Diocesana de Barcelona,Argentina
4650,cultural-sites,3.5,0,Mitre - Pàdua,Argentina
4651,beach,4,0,Parking Hicasa (Hierros y Calibrados S.A.),Argentina
4652,cities,4.5,0,FARMACIA-ORTOPEDIA PLAÇA GLORIES,Argentina
4653,beach,5,0,Rambla Badal 127,Argentina
4654,honeymoon-destination,5,0,Quiromagda,Argentina
4655,remote-villages,2.5,0,Ángela Garrido Muñoz,Argentina
4656,tour,1,0,Farmacia Boncompte Alseda Boncompte Giné,Argentina
4657,cities,2.5,0,Centre D'Estudis Roca,Argentina
4658,hill-station,3.5,0,Clínica Dental Sonrisa,Argentina
4659,river-side,4.5,0,Nuria Pie Barrufet,Argentina
4660,cultural-sites,2.5,0,Hiring Diangonal Sl,Argentina
4661,adventure-sports,5,0,Marina - Diputació,Argentina
4662,mountain-view,2,0,Dr Javier Bisbal Piazuelo,Argentina
4663,remote-villages,3,0,Optica Y Audiologia Vilardell SL,Argentina
4664,hike,5,0,Clínica Dental Sicilia,Argentina
4665,bike-rides,4,0,Aula Tutor S.L.,Argentina
4666,beach,3.5,0,Dental Vea,Argentina
4667,tour,5,0,Ctra d'Horta-Ronda de Dalt,Argentina
4668,hike,5,0,Farmacia Sicilia Muñoz,Argentina
4669,hike,5,0,ENDAVANTOPOS,Argentina
4670,tour,1,0,Pg de Fabra i Puig-Canigó,Argentina
4671,beach,4,0,Les dunes Masajes,Argentina
4672,lake,5,0,Rambla de Guipúscoa-Puigcerdà,Argentina
4673,adventure-sports,4.5,0,Espace Amalia,Argentina
4674,bike-rides,5,0,PsiBcn Psicólogos Barcelona,Argentina
4675,hill-station,1,0,Ronda de Dalt-Pl de la Central,Argentina
4676,beach,3,0,Ismar Dental,Argentina
4677,lake,5,0,Santuari de la Salut,Argentina
4678,adventure-sports,3,0,Buenaventura Deusedes Juya,Argentina
4679,cultural-sites,2.5,0,Farmacia Rabaixet Bové,Argentina
4680,tour,2,0,Pl de Botticelli,Argentina
4681,hill-station,5,0,"Cover Ius, S.L. Corredoria d'Assegurances",Argentina
4682,hill-station,5,0,Colegio SIL,Argentina
4683,remote-villages,3,0,Sant Quintí-Sant Antoni Maria Claret,Argentina
4684,river-side,4.5,0,Sanden,Argentina
4685,world-heritage,5,0,Laboratorios Fontcar S.C.P.,Argentina
4686,beach,3.5,0,CENTRE MÈDIC CERDÀ,Argentina
4687,river-side,5,0,Av Diagonal - Dr. Ferran,Argentina
4688,hill-station,1,0,PsicoSexDona de AnesTibidabo S.L.P.,Argentina
4689,hill-station,3,0,Mentora Alsina,Argentina
4690,hike,2,0,CALYFORM,Argentina
4691,river-side,4.5,0,Colegio Público la Mar Bella,Argentina
4692,scenic-view,2.5,0,Magalí Monclús,Argentina
4693,honeymoon-destination,4.5,0,Clínica Dental Dra. Olga Lobez Vea,Argentina
4694,remote-villages,3,0,Ortopedia Gironell S.L.,Argentina
4695,world-heritage,3,0,Samsara,Argentina
4696,beach,4.5,0,Clínica Dental Dres. Garcia-Vaquero y Millan,Argentina
4697,national-parks,4.5,0,Centro de Bienestar,Argentina
4698,home-stay,3.5,0,Avinguda Meridiana - Carretera de Ribes,Argentina
4699,tour,4,0,Ctra. Nacional 152 - Av. l'Alzinar,Argentina
4700,hill-station,4,0,OPTICA SANABRE,Argentina
4701,bike-rides,4,0,Clínica Dental Dr. J.L. Puyuelo,Argentina
4702,remote-villages,3,0,IEM Emergencia,Argentina
4703,cultural-sites,4.5,0,Mitre - Saragossa,Argentina
4704,home-stay,1.5,0,Lisboa-Ptge de Tossa,Argentina
4705,beach,2.5,0,Instituto Homeopatico Londres,Argentina
4706,mountain-climb,2.5,0,Antonio Lucea Marchador,Argentina
4707,honeymoon-destination,5,0,Muntanya-Mallorca,Argentina
4708,honeymoon-destination,4.5,0,Clinica Dental Dentalium,Argentina
4709,world-heritage,5,0,Disanric SL,Argentina
4710,beach,2,0,Copermine S. L.,Argentina
4711,national-parks,3,0,Farmacia Domínguez Gayá,Argentina
4712,cultural-sites,3.5,0,Pl. Lesseps - Riera de Vallcarca,Argentina
4713,national-parks,4.5,0,Sticsa Alimentacio Nutricio i Dietetica,Argentina
4714,river-side,5,0,Ars Veterinaria,Argentina
4715,adventure-sports,5,0,Av J V Foix-Caponata,Argentina
4716,beach,4.5,0,Carrer K-Carrer número 40,Argentina
4717,lake,3,0,Centre Veterinari Poble Sec,Argentina
4718,home-stay,1.5,0,Pg Maragall-Petrarca,Argentina
4719,mountain-climb,2,0,Rambla del Raval-Sant Josep Oriol,Argentina
4720,home-stay,3.5,0,Farmacia García Martínez,Argentina
4721,bike-rides,4,0,Pg de Gràcia-Gran Via,Argentina
4722,beach,3,0,Parking Saba - Hospital Clínic - Barcelona,Argentina
4723,bike-rides,3.5,0,Ronda Universitat,Argentina
4724,remote-villages,3,0,FISIOTERÀPIA AINA JAUME,Argentina
4725,home-stay,5,0,Artesania-Antonio Machado,Argentina
4726,lake,5,0,Viver-Av Elies Pagès,Argentina
4727,river-side,2,0,USP Instituto Oftalmológico de Barcelona,Argentina
4728,remote-villages,4.5,0,Doctor Pi i Molist-Pl Virrei Amat,Argentina
4729,bike-rides,4.5,0,Asociacion de Medicos Estomatologos SL,Argentina
4730,national-parks,4.5,0,Centre Neptu,Argentina
4731,home-stay,4.5,0,"Pg. Sta. Coloma - "" Nus Trinitat """,Argentina
4732,cities,5,0,Espasen S.c.c.l.,Argentina
4733,cultural-sites,4.5,0,Clínica Dental Dras Tondo,Argentina
4734,cultural-sites,2.5,0,Salud Inteligente,Argentina
4735,bike-rides,5,0,"Spot, Centro Terapéutico y de Investigación",Argentina
4736,river-side,4.5,0,Franciscanas Misioneras Inmaculada Concepción,Argentina
4737,beach,3,0,Centre de Diagnòstic Biomèdic,Argentina
4738,national-parks,4.5,0,Cria,Argentina
4739,remote-villages,2.5,0,Centre Odontologic Els Quinze SLP,Argentina
4740,adventure-sports,5,0,Via Augusta-Pg de la Bonanova,Argentina
4741,mountain-view,2,0,Instituto Oncologico Teknon,Argentina
4742,home-stay,2,0,Pg. Valldaura - Guineueta,Argentina
4743,lake,5,0,Rambla de Guipúzcoa - Bac de Roda,Argentina
4744,river-side,3.5,0,Drogueria perfumeria Marcel,Argentina
